user_variable,user_description,matched_text,uid,relevance_score,llm_alignment,match
unit_eosinophil_ncnc_bld,"harmonization unit for eosinophil_ncnc_bld (A ""harmonization unit"" is a defined group of subjects whose phenotypes can be similarly processed.) (HARMONIZED)",HYPERSEGMENTED NEUTROPHILS (LABA63),117756,0.9452985,,
unit_eosinophil_ncnc_bld,"harmonization unit for eosinophil_ncnc_bld (A ""harmonization unit"" is a defined group of subjects whose phenotypes can be similarly processed.) (HARMONIZED)",PROCALCITONIN UNIT,187463,0.9417614,,
unit_hdl,"harmonization unit for hdl (A ""harmonization unit"" is a defined group of subjects whose phenotypes can be similarly processed.) (HARMONIZED)",C_HDL,57197,0.99720997,"['Existing Variables:', '1. C_HDL - This variable represents the concentration of high-density lipoprotein (HDL) cholesterol in the blood. It is a crucial marker for assessing cardiovascular health.', '2. LN(HDL) - This variable represents the natural logarithm of the HDL cholesterol concentration. It is often used for statistical analysis to normalize the data distribution.', '3. HEMOGLOBIN UNIT - This variable represents the unit of measurement for hemoglobin, which is a protein in red blood cells that carries oxygen. It is essential for understanding blood oxygen levels.', '', 'SELECTED: C_HDL', 'ALIGNMENT: To align the new variable ""harmonization unit for HDL"" with the existing variable C_HDL, you should ensure that the harmonization unit is based on the concentration of HDL cholesterol in the blood. This can involve standardizing the measurement units, ensuring consistency in data collection methods, and following established guidelines for assessing HDL cholesterol levels in research studies. Additionally, consider incorporating any necessary adjustments or transformations to make the new variable compatible with the existing C_HDL variable for accurate data analysis and interpretation.']",
unit_hdl,"harmonization unit for hdl (A ""harmonization unit"" is a defined group of subjects whose phenotypes can be similarly processed.) (HARMONIZED)",LN(HDL),136423,0.99703056,,
unit_hdl,"harmonization unit for hdl (A ""harmonization unit"" is a defined group of subjects whose phenotypes can be similarly processed.) (HARMONIZED)",HEMOGLOBIN UNIT,110764,0.99554896,,
unit_hematocrit_vfr_bld,"harmonization unit for hematocrit_vfr_bld. (A ""harmonization unit"" is a defined group of subjects whose phenotypes can be similarly processed.) (HARMONIZED)",HEMATOCRIT UNIT,110516,0.99716616,"['Existing Variables:', '1. HEMATOCRIT UNIT - This variable likely represents the unit of measurement for hematocrit levels in the blood.', '2. UNITS - HCT - This variable may provide information on the units used to measure hematocrit levels.', '3. HAEMOGLOBIN UNIT - This variable could be related to the unit of measurement for hemoglobin levels in the blood.', '', 'SELECTED: HEMATOCRIT UNIT', 'ALIGNMENT: To align the new variable ""harmonization unit for hematocrit_vfr_bld"" with the existing variable ""HEMATOCRIT UNIT,"" ensure that the harmonization unit is consistent with the unit of measurement for hematocrit levels in the blood. This may involve confirming that the same units are used and that the definitions align with each other. Additionally, consider any specific guidelines or standards related to harmonization units for hematocrit levels.']",
unit_hematocrit_vfr_bld,"harmonization unit for hematocrit_vfr_bld. (A ""harmonization unit"" is a defined group of subjects whose phenotypes can be similarly processed.) (HARMONIZED)",UNITS - HCT,243059,0.9867261,,
unit_hematocrit_vfr_bld,"harmonization unit for hematocrit_vfr_bld. (A ""harmonization unit"" is a defined group of subjects whose phenotypes can be similarly processed.) (HARMONIZED)",HAEMOGLOBIN UNIT,105983,0.98255754,,
unit_hemoglobin_mcnc_bld,"Measurement of hematocrit, the fraction of volume (vfr) of blood (bld) that is composed of red blood cells. (percentage) (HARMONIZED)",HEMATOCRIT (% RED BLOOD CELLS IN WHOLE BLOOD),110470,0.9404625,"['Existing Variables:', '1. HEMATOCRIT (% RED BLOOD CELLS IN WHOLE BLOOD) - This variable represents the percentage of red blood cells in whole blood, which is a crucial measure of blood composition.', '2. BLOOD ANALYSIS: HEMATOCRIT - This variable likely contains detailed information related to hematocrit levels obtained from blood analysis, providing additional context to the measurement.', '3. HEMATOCRIT (HCT) (%) - Another representation of hematocrit percentage, which aligns with the new variable description.', '', 'SELECTED: HEMATOCRIT (% RED BLOOD CELLS IN WHOLE BLOOD)', 'ALIGNMENT: To align the new variable with the selected existing variable, ensure that the measurement method and units used for calculating the percentage of red blood cells in whole blood are consistent with the existing variable. Additionally, consider any specific guidelines or protocols related to hematocrit measurements to maintain harmonization within the data repository.']",
unit_hemoglobin_mcnc_bld,"Measurement of hematocrit, the fraction of volume (vfr) of blood (bld) that is composed of red blood cells. (percentage) (HARMONIZED)",BLOOD ANALYSIS: HEMATOCRIT,34250,0.9206471,,
unit_hemoglobin_mcnc_bld,"Measurement of hematocrit, the fraction of volume (vfr) of blood (bld) that is composed of red blood cells. (percentage) (HARMONIZED)",HEMATOCRIT (HCT) (%),110482,0.90397453,,
unit_ldl,"harmonization unit for ldl (A ""harmonization unit"" is a defined group of subjects whose phenotypes can be similarly processed.) (HARMONIZED)",LDH UNIT,131898,0.9847524,"['Existing Variables:', '1. LDH UNIT - This variable represents the units for LDH (lactate dehydrogenase) levels, which can be measured in U/L or %.', '2. UNITS FOR LDH2:A=U/L,B=%) - This variable specifies the units for LDH2 levels, which can be in U/L or %.', '3. TOTAL CHOLESTEROL UNIT - This variable indicates the units for total cholesterol levels, which are typically measured in mg/dL or mmol/L.', '', 'SELECTED: LDH UNIT', 'ALIGNMENT: To align the new variable ""harmonization unit for ldl"" with the existing variable LDH UNIT, you should consider using the same units of measurement (U/L or %) for LDL levels. This will ensure consistency in data representation and facilitate comparisons across different subjects. Additionally, you may need to define specific criteria for grouping subjects into harmonization units based on their LDL phenotypes.']",
unit_ldl,"harmonization unit for ldl (A ""harmonization unit"" is a defined group of subjects whose phenotypes can be similarly processed.) (HARMONIZED)","UNITS FOR LDH2:A=U/L,B=%)",243078,0.97850823,,
unit_ldl,"harmonization unit for ldl (A ""harmonization unit"" is a defined group of subjects whose phenotypes can be similarly processed.) (HARMONIZED)",TOTAL CHOLESTEROL UNIT,236879,0.97046465,,
unit_lymphocyte_ncnc_bld,"harmonization unit for lymphocyte_ncnc_bld (A ""harmonization unit"" is a defined group of subjects whose phenotypes can be similarly processed.) (HARMONIZED)",WBC UNIT,251820,0.99424744,"['Existing Variables:', '1. WBC UNIT - This variable represents the unit of measurement for white blood cell count. It is important for standardizing the measurement of white blood cells in the blood.', '2. LYMPHOCYTE (10^3/UL) [7/15/95] - This variable specifically refers to the count of lymphocytes in the blood, measured in thousands per microliter. Lymphocytes are a type of white blood cell that plays a key role in the immune system.', '3. # HLA MATCHED UNITS - This variable likely pertains to the number of units that are matched for human leukocyte antigen (HLA) compatibility, which is important in organ transplantation to reduce the risk of rejection.', '', 'SELECTED: LYMPHOCYTE (10^3/UL) [7/15/95]', 'ALIGNMENT: To align the new variable ""harmonization unit for lymphocyte_ncnc_bld"" with the existing variable ""LYMPHOCYTE (10^3/UL) [7/15/95]"", ensure that the measurement units for lymphocyte count are consistent (e.g., both in thousands per microliter). Additionally, consider the date format provided in the existing variable to maintain consistency in data representation. This alignment will help in harmonizing the new variable with the existing data in the repository.']",
unit_lymphocyte_ncnc_bld,"harmonization unit for lymphocyte_ncnc_bld (A ""harmonization unit"" is a defined group of subjects whose phenotypes can be similarly processed.) (HARMONIZED)",LYMPHOCYTE (10^3/UL) [7/15/95],140050,0.98742366,,
unit_lymphocyte_ncnc_bld,"harmonization unit for lymphocyte_ncnc_bld (A ""harmonization unit"" is a defined group of subjects whose phenotypes can be similarly processed.) (HARMONIZED)",# HLA MATCHED UNITS,348,0.98191,,
unit_mch_entmass_rbc,"harmonization unit for mch_entmass_rbc (A ""harmonization unit"" is a defined group of subjects whose phenotypes can be similarly processed.) (HARMONIZED)",UNITS - MCHC,243063,0.9963783,"['Existing Variables:', '1. UNITS - MCHC (Mean Corpuscular Hemoglobin Concentration) - This variable measures the average concentration of hemoglobin in a red blood cell. It is relevant to the new variable as it also involves hemoglobin and red blood cells.', '2. UNITS - RBC (Red Blood Cell Count) - This variable measures the number of red blood cells in a specific volume of blood. It is relevant to the new variable as it also involves red blood cells.', '3. UNITS - MCH (Mean Corpuscular Hemoglobin) - This variable measures the average amount of hemoglobin in a red blood cell. It is relevant to the new variable as it also involves hemoglobin and red blood cells.', '', 'SELECTED: UNITS - MCH', 'ALIGNMENT: To align the new variable ""harmonization unit for mch_entmass_rbc"" with the existing variable ""UNITS - MCH"", you should ensure that the measurement units and processing methods for mean corpuscular hemoglobin are consistent between the two variables. This may involve standardizing the units of measurement, ensuring the same calculation methods are used, and verifying that the data collection processes are similar. Additionally, it would be beneficial to consult with domain experts to confirm the harmonization process.']",
unit_mch_entmass_rbc,"harmonization unit for mch_entmass_rbc (A ""harmonization unit"" is a defined group of subjects whose phenotypes can be similarly processed.) (HARMONIZED)",UNITS - RBC,243068,0.9961755,,
unit_mch_entmass_rbc,"harmonization unit for mch_entmass_rbc (A ""harmonization unit"" is a defined group of subjects whose phenotypes can be similarly processed.) (HARMONIZED)",UNITS - MCH,243062,0.99586606,,
unit_mchc_mcnc_rbc,"harmonization unit for mchc_mcnc_rbc (A ""harmonization unit"" is a defined group of subjects whose phenotypes can be similarly processed.) (HARMONIZED)",UNITS - MCHC,243063,0.9980277,"['Existing Variables:', '1. UNITS - MCHC (Mean Corpuscular Hemoglobin Concentration): This variable represents the concentration of hemoglobin in a given volume of packed red blood cells. It is a crucial measure in assessing anemia and other blood disorders.', '2. UNITS - MCH (Mean Corpuscular Hemoglobin): This variable represents the average amount of hemoglobin in a single red blood cell. It is another important measure in evaluating anemia and other blood conditions.', '3. MCHC UNIT: This variable likely specifies the unit of measurement for Mean Corpuscular Hemoglobin Concentration.', '', 'SELECTED: UNITS - MCHC', 'ALIGNMENT: To align the new variable ""harmonization unit for mchc_mcnc_rbc"" with the existing variable ""UNITS - MCHC,"" ensure that the harmonization unit for MCHC and MCH (Mean Corpuscular Hemoglobin) are consistent. This involves using the same units of measurement for both variables to maintain data integrity and facilitate comparisons across different subjects. Additionally, consider any conversion factors or adjustments needed to harmonize the new variable with the existing ""UNITS - MCHC"" variable.']",
unit_mchc_mcnc_rbc,"harmonization unit for mchc_mcnc_rbc (A ""harmonization unit"" is a defined group of subjects whose phenotypes can be similarly processed.) (HARMONIZED)",UNITS - MCH,243062,0.99703056,,
unit_mchc_mcnc_rbc,"harmonization unit for mchc_mcnc_rbc (A ""harmonization unit"" is a defined group of subjects whose phenotypes can be similarly processed.) (HARMONIZED)",MCHC UNIT,142516,0.99648935,,
unit_mcv_entvol_rbc,"harmonization unit for mcv_entvol_rbc (A ""harmonization unit"" is a defined group of subjects whose phenotypes can be similarly processed.) (HARMONIZED)",UNITS - MCHC,243063,0.9972531,"['Existing Variables:', '1. UNITS - MCHC: This variable likely represents the units used to measure Mean Corpuscular Hemoglobin Concentration (MCHC), which is a measure of the average concentration of hemoglobin in a given volume of packed red blood cells. ', '2. UNITS - RBC: This variable likely represents the units used to measure Red Blood Cell (RBC) count, which is a measure of the number of red blood cells in a given volume of blood.', '3. MCHC UNIT: This variable likely represents the unit of measurement specifically for Mean Corpuscular Hemoglobin Concentration (MCHC).', '', 'SELECTED: UNITS - MCHC', 'ALIGNMENT: To align the new variable ""harmonization unit for mcv_entvol_rbc"" with the selected existing variable ""UNITS - MCHC"", ensure that the units used for measuring the mean corpuscular volume (MCV) of red blood cells are consistent with the units used for measuring MCHC. This alignment will help ensure that the data is harmonized and can be compared accurately within the repository.']",
unit_mcv_entvol_rbc,"harmonization unit for mcv_entvol_rbc (A ""harmonization unit"" is a defined group of subjects whose phenotypes can be similarly processed.) (HARMONIZED)",UNITS - RBC,243068,0.99708784,,
unit_mcv_entvol_rbc,"harmonization unit for mcv_entvol_rbc (A ""harmonization unit"" is a defined group of subjects whose phenotypes can be similarly processed.) (HARMONIZED)",MCHC UNIT,142516,0.9957684,,
unit_monocyte_ncnc_bld,"harmonization unit for monocyte_ncnc_bld (A ""harmonization unit"" is a defined group of subjects whose phenotypes can be similarly processed.) (HARMONIZED)",WBC UNIT,251820,0.9953544,"['Existing Variables:', '1. WBC UNIT - This variable likely represents the unit of measurement for white blood cell count, which is a common parameter in blood tests to assess immune system health.', '2. MCHC UNIT - This variable likely represents the unit of measurement for mean corpuscular hemoglobin concentration, which is a parameter used to evaluate the concentration of hemoglobin in red blood cells.', '3. # HLA MATCHED UNITS - This variable likely represents the number of human leukocyte antigen (HLA) matched units, which is important in organ and tissue transplantation to reduce the risk of rejection.', '', 'SELECTED: WBC UNIT', 'ALIGNMENT: To align the new variable ""harmonization unit for monocyte_ncnc_bld"" with the existing variable ""WBC UNIT,"" you should ensure that the unit of measurement for the harmonization unit is consistent with the unit used for white blood cell count. This will help in standardizing the data and making it easier to compare and analyze across different studies. Additionally, consider any conversion factors that may be needed to convert between different units of measurement if necessary.']",
unit_monocyte_ncnc_bld,"harmonization unit for monocyte_ncnc_bld (A ""harmonization unit"" is a defined group of subjects whose phenotypes can be similarly processed.) (HARMONIZED)",MCHC UNIT,142516,0.98131067,,
unit_monocyte_ncnc_bld,"harmonization unit for monocyte_ncnc_bld (A ""harmonization unit"" is a defined group of subjects whose phenotypes can be similarly processed.) (HARMONIZED)",# HLA MATCHED UNITS,348,0.9801293,,
unit_neutrophil_ncnc_bld,"harmonization unit for neutrophil_ncnc_bld (A ""harmonization unit"" is a defined group of subjects whose phenotypes can be similarly processed.) (HARMONIZED)",WBC UNIT,251820,0.9947392,"['Existing Variables:', '1. WBC UNIT - This variable likely describes the unit of measurement for white blood cell count. It is important to ensure consistency in units when harmonizing variables.', '2. UNITS - WBC - This variable may provide additional information on the units used for white blood cell count, which can be crucial for harmonization purposes.', '3. HYPERSEGMENTED NEUTROPHILS (LABA63) - This variable may be related to a specific type of white blood cell, which could be relevant when harmonizing variables related to white blood cell counts.', '', 'SELECTED: WBC UNIT', 'ALIGNMENT: To align the new variable ""harmonization unit for neutrophil_ncnc_bld"" with the existing variable ""WBC UNIT,"" ensure that the unit of measurement for white blood cell count is consistent across both variables. This may involve converting units if necessary or clearly documenting any differences in units between the two variables. Additionally, consider any specific processing methods or definitions for the harmonization unit to ensure alignment with the existing variable.']",
unit_neutrophil_ncnc_bld,"harmonization unit for neutrophil_ncnc_bld (A ""harmonization unit"" is a defined group of subjects whose phenotypes can be similarly processed.) (HARMONIZED)",UNITS - WBC,243072,0.99411184,,
unit_neutrophil_ncnc_bld,"harmonization unit for neutrophil_ncnc_bld (A ""harmonization unit"" is a defined group of subjects whose phenotypes can be similarly processed.) (HARMONIZED)",HYPERSEGMENTED NEUTROPHILS (LABA63),117756,0.97150993,,
unit_platelet_ncnc_bld,"harmonization unit for platelet_ncnc_bld (A ""harmonization unit"" is a defined group of subjects whose phenotypes can be similarly processed.) (HARMONIZED)",PLATELETS UNIT,183488,0.9962492,"['Existing Variables:', '1. PLATELETS UNIT - This variable likely refers to the unit of measurement used for platelet counts in blood samples.', '2. PLATELETS UNITS - This variable may also refer to the unit of measurement used for platelet counts in blood samples, but with a slightly different naming convention.', ""3. PATIENT'S PLATELET PHENOTYPE - This variable likely describes the specific characteristics or traits of a patient's platelets."", '', 'SELECTED: PLATELETS UNIT', 'ALIGNMENT: To align the new variable ""harmonization unit for platelet_ncnc_bld"" with the existing variable ""PLATELETS UNIT,"" you should ensure that the unit of measurement for platelet counts in the harmonization unit is consistent with the unit used in the existing variable. Additionally, consider any specific guidelines or conventions for defining and recording platelet counts in the dataset. ', '', 'By selecting ""PLATELETS UNIT"" as the best fit, you can ensure that the new variable aligns well with the existing variables in the data repository, facilitating data harmonization and analysis.']",
unit_platelet_ncnc_bld,"harmonization unit for platelet_ncnc_bld (A ""harmonization unit"" is a defined group of subjects whose phenotypes can be similarly processed.) (HARMONIZED)",PLATELETS UNITS,183489,0.99556625,,
unit_platelet_ncnc_bld,"harmonization unit for platelet_ncnc_bld (A ""harmonization unit"" is a defined group of subjects whose phenotypes can be similarly processed.) (HARMONIZED)",PATIENT'S PLATELET PHENOTYPE,178508,0.99408895,,
unit_pmv_entvol_bld,"harmonization unit for pmv_entvol_bld (A ""harmonization unit"" is a defined group of subjects whose phenotypes can be similarly processed.) (HARMONIZED)",UNITS - MPV,243066,0.99619037,"['Existing Variables:', '1. UNITS - This variable likely describes the units of measurement for a particular variable. It could be relevant for harmonizing the new variable if it also involves units of measurement.', '2. OBSERVATION UNIT - This variable may describe the unit of observation for a particular variable. It could be relevant for harmonizing the new variable if it involves similar observational units.', '3. MPV - This variable could represent Mean Platelet Volume, which is a measure of the average size of platelets in the blood. It may be relevant for harmonizing the new variable if it is related to blood volume or platelet characteristics.', '', 'SELECTED: UNITS', 'ALIGNMENT: To align the new variable ""harmonization unit for pmv_entvol_bld"" with the existing variable ""UNITS"", you should ensure that the units of measurement for blood volume are consistent and clearly defined. This will help in harmonizing the new variable with existing data in the repository.']",
unit_pmv_entvol_bld,"harmonization unit for pmv_entvol_bld (A ""harmonization unit"" is a defined group of subjects whose phenotypes can be similarly processed.) (HARMONIZED)",UNITS,243044,0.97706646,,
unit_pmv_entvol_bld,"harmonization unit for pmv_entvol_bld (A ""harmonization unit"" is a defined group of subjects whose phenotypes can be similarly processed.) (HARMONIZED)",OBSERVATION UNIT,166998,0.97666925,,
unit_rbc_ncnc_bld,"harmonization unit for rbc_ncnc_bld (A ""harmonization unit"" is a defined group of subjects whose phenotypes can be similarly processed.) (HARMONIZED)",UNITS - RBC,243068,0.99815416,"['Existing Variables:', '1. ABO GROUP OF RBC UNIT - This variable describes the ABO blood group of the red blood cell unit. It is relevant as it provides information on the blood type of the red blood cells.', '2. NUCLEATED RBCS - This variable describes the presence of nucleated red blood cells. It is relevant as it provides information on the type of red blood cells present.', '', 'SELECTED: ABO GROUP OF RBC UNIT', 'ALIGNMENT: To align the new variable ""harmonization unit for rbc_ncnc_bld"" with the existing variable ""ABO GROUP OF RBC UNIT,"" you can ensure that the subjects in the harmonization unit are categorized based on their ABO blood group. This will help in harmonizing the new variable with the existing variable by grouping subjects with similar ABO blood groups together.']",
unit_rbc_ncnc_bld,"harmonization unit for rbc_ncnc_bld (A ""harmonization unit"" is a defined group of subjects whose phenotypes can be similarly processed.) (HARMONIZED)",B4. ABO GROUP OF RBC UNIT,30085,0.9963783,,
unit_rbc_ncnc_bld,"harmonization unit for rbc_ncnc_bld (A ""harmonization unit"" is a defined group of subjects whose phenotypes can be similarly processed.) (HARMONIZED)",NUCLEATED RBCS,161411,0.9927672,,
unit_rdw_ratio_rbc,"harmonization unit for rdw_ratio_rbc (A ""harmonization unit"" is a defined group of subjects whose phenotypes can be similarly processed.) (HARMONIZED)",UNITS - RDW,243069,0.99592984,"['Existing Variables:', '1. UNITS - RDW: This variable likely represents the units used to measure Red Cell Distribution Width (RDW), which is a measure of the variation in red blood cell size. It is relevant to the new variable as it involves RDW.', '2. UNITS - RBC: This variable likely represents the units used to measure Red Blood Cells (RBC), which are responsible for carrying oxygen in the blood. It is relevant to the new variable as it involves RBC.', '3. HEMATOLOGY RBC SI UNITS: This variable likely represents the standardized international units used in hematology for Red Blood Cells (RBC). It is relevant to the new variable as it involves RBC.', '', 'SELECTED: UNITS - RDW', 'ALIGNMENT: To align the new variable ""harmonization unit for rdw_ratio_rbc"" with the existing variable ""UNITS - RDW"", ensure that the units used for the RDW ratio in the new variable are consistent with the units specified in the existing variable. This will help maintain uniformity and compatibility within the data repository.']",
unit_rdw_ratio_rbc,"harmonization unit for rdw_ratio_rbc (A ""harmonization unit"" is a defined group of subjects whose phenotypes can be similarly processed.) (HARMONIZED)",UNITS - RBC,243068,0.98942953,,
unit_rdw_ratio_rbc,"harmonization unit for rdw_ratio_rbc (A ""harmonization unit"" is a defined group of subjects whose phenotypes can be similarly processed.) (HARMONIZED)",HEMATOLOGY RBC SI UNITS,110561,0.9705206,,
unit_total_cholesterol,"harmonization unit for total_cholesterol (A ""harmonization unit"" is a defined group of subjects whose phenotypes can be similarly processed.) (HARMONIZED)",TOTAL CHOLESTEROL UNIT,236879,0.9938549,"['Existing Variables:', '1. TOTAL CHOLESTEROL UNIT - This variable likely represents the unit of measurement for total cholesterol levels, such as mg/dL or mmol/L.', '2. TOTAL CHOLESTEROL UNITS - This variable may also represent the unit of measurement for total cholesterol levels, similar to the first existing variable.', '3. TOTAL CHOLESTEROL - This variable likely represents the actual total cholesterol levels in the blood.', '', 'SELECTED: TOTAL CHOLESTEROL', 'ALIGNMENT: To align the new variable ""harmonization unit for total_cholesterol"" with the selected existing variable ""TOTAL CHOLESTEROL,"" you should ensure that the harmonization unit is consistent with the measurement unit used for total cholesterol levels. Additionally, you should consider using the same data format and range as the existing variable to maintain consistency in the data repository.']",
unit_total_cholesterol,"harmonization unit for total_cholesterol (A ""harmonization unit"" is a defined group of subjects whose phenotypes can be similarly processed.) (HARMONIZED)",TOTAL CHOLESTEROL UNITS,236880,0.9917484,,
unit_total_cholesterol,"harmonization unit for total_cholesterol (A ""harmonization unit"" is a defined group of subjects whose phenotypes can be similarly processed.) (HARMONIZED)",TOTAL CHOLESTEROL.,236912,0.99135584,,
unit_triglycerides,"harmonization unit for triglycerides (A ""harmonization unit"" is a defined group of subjects whose phenotypes can be similarly processed.) (HARMONIZED)",TRIGLYCERIDES IN SI UNITS,240630,0.9762653,"['Existing Variables:', '1. TRIGLYCERIDES IN SI UNITS - This variable represents the measurement of triglycerides in the International System of Units (SI), which is a standard unit of measurement used in scientific research.', '2. TOTAL CHOLESTEROL UNIT - This variable represents the measurement unit for total cholesterol levels in the blood, which is another important biomarker for cardiovascular health.', '3. TOTAL CHOLESTEROL UNITS - This variable likely refers to the units used to measure total cholesterol levels, similar to the previous variable.', '', 'SELECTED: TRIGLYCERIDES IN SI UNITS', 'ALIGNMENT: To align the new variable ""harmonization unit for triglycerides"" with the existing variable ""TRIGLYCERIDES IN SI UNITS,"" you should ensure that the harmonization unit is also measured in the SI units system. This will allow for consistency and comparability with the existing data in the repository. Additionally, it is important to follow any specific guidelines or protocols for measuring and reporting triglyceride levels to ensure accurate harmonization with the existing variable.']",
unit_triglycerides,"harmonization unit for triglycerides (A ""harmonization unit"" is a defined group of subjects whose phenotypes can be similarly processed.) (HARMONIZED)",TOTAL CHOLESTEROL UNIT,236879,0.9683214,,
unit_triglycerides,"harmonization unit for triglycerides (A ""harmonization unit"" is a defined group of subjects whose phenotypes can be similarly processed.) (HARMONIZED)",TOTAL CHOLESTEROL UNITS,236880,0.9596866,,
unit_wbc_ncnc_bld,"harmonization unit for wbc_ncnc_bld (A ""harmonization unit"" is a defined group of subjects whose phenotypes can be similarly processed.) (HARMONIZED)",UNITS - WBC,243072,0.9983451,"['Existing Variables:', '1. WBC UNIT - This variable likely represents the units in which white blood cell (WBC) count is measured. It is relevant to the new variable as it may provide information on how the WBC count is reported.', '2. WBC - This variable likely represents the actual white blood cell count. It is relevant to the new variable as it is directly related to the measurement being harmonized.', '3. MCHC UNIT - This variable likely represents the units in which mean corpuscular hemoglobin concentration (MCHC) is measured. While not directly related to WBC, it may provide insights into unit standardization within the dataset.', '', 'SELECTED: WBC', 'ALIGNMENT: To align the new variable ""harmonization unit for wbc_ncnc_bld"" with the existing variable ""WBC"", you should ensure that the harmonization unit is consistent with the measurement and reporting of white blood cell counts. This may involve standardizing the units used, ensuring data quality and accuracy, and following any established guidelines for reporting WBC counts in the dataset.']",
unit_wbc_ncnc_bld,"harmonization unit for wbc_ncnc_bld (A ""harmonization unit"" is a defined group of subjects whose phenotypes can be similarly processed.) (HARMONIZED)",WBC UNIT,251820,0.9974689,,
unit_wbc_ncnc_bld,"harmonization unit for wbc_ncnc_bld (A ""harmonization unit"" is a defined group of subjects whose phenotypes can be similarly processed.) (HARMONIZED)",MCHC UNIT,142516,0.98761624,,
wbc_ncnc_bld,"Count by volume, or number concentration (ncnc), of white blood cells in the blood (bld). (thousands / microliter) (HARMONIZED)","WHITE BLOOD COUNT, THOUSANDS PER MICROLITER",256039,0.95877,"['Existing Variables:', '1. WHITE BLOOD CELL COUNT - This variable represents the count of white blood cells in the blood.', '2. TOTAL WHITE BLOOD COUNT (WBC X 1000) - This variable also represents the total count of white blood cells in the blood, but it is multiplied by 1000.', '3. WHITE BLOOD COUNT, THOUSANDS PER MICROLITER - This variable specifically indicates the count of white blood cells in thousands per microliter of blood.', '', 'SELECTED: WHITE BLOOD COUNT, THOUSANDS PER MICROLITER', 'ALIGNMENT: To align the new variable with ""WHITE BLOOD COUNT, THOUSANDS PER MICROLITER,"" ensure that the count of white blood cells is measured in thousands per microliter of blood. This will harmonize the new variable with the existing variable in the repository.']",
wbc_ncnc_bld,"Count by volume, or number concentration (ncnc), of white blood cells in the blood (bld). (thousands / microliter) (HARMONIZED)",WHITE BLOOD CELL COUNT,255992,0.8822251,,
wbc_ncnc_bld,"Count by volume, or number concentration (ncnc), of white blood cells in the blood (bld). (thousands / microliter) (HARMONIZED)",TOTAL WHITE BLOOD COUNT (WBC X 1000),239224,0.831143,,
age_at_antihypertensive_meds,age at measurement of antihypertensive_meds (years) (HARMONIZED),"HYPERTENSION MEDS, AGE STARTED USE",117820,0.22337706,"['1. HYPERTENSION MEDS, AGE STARTED USE - These variables provide information on the use of antihypertensive medications and the age at which they were started. This can help in understanding the treatment history of individuals with hypertension.', '', '2. HYPERTENSION (AGE) - This variable indicates the presence of hypertension and the age at which it was diagnosed. Understanding the age at which hypertension was diagnosed can provide insights into the progression of the condition.', '', '3. AGE HYPERTENSION - This variable provides information on the age of individuals with hypertension. It can help in analyzing the relationship between age and the development of hypertension.', '', 'SELECTED: HYPERTENSION (AGE)', 'ALIGNMENT: To align the new variable ""age at measurement of antihypertensive_meds"" with the existing variable ""HYPERTENSION (AGE)"", you can ensure that the age at which antihypertensive medications were measured corresponds to the age at which hypertension was diagnosed. This alignment can help in harmonizing the new variable with the existing variable by establishing a clear relationship between age and hypertension diagnosis.']",
age_at_antihypertensive_meds,age at measurement of antihypertensive_meds (years) (HARMONIZED),HYPERTENSION (AGE),117769,0.12189466,,
age_at_antihypertensive_meds,age at measurement of antihypertensive_meds (years) (HARMONIZED),AGE HYPERTENSION,17076,0.09434341,,
age_at_fasting_lipids,age at measurement of fasting_lipids (years) (HARMONIZED),AGE AT DIAGNOSIS (YRS) - LIPIDS,16569,0.66974485,"['Existing Variables:', '1. AGE AT DIAGNOSIS (YRS) - LIPIDS: This variable captures the age at which a diagnosis related to lipids was made, which may not directly align with the age at which lipid measurements were taken.', '2. AGE AT LIPID DETERMINATION: This variable specifically captures the age at which lipid measurements were determined, which is more closely related to the new variable.', '3. FASTING: TOTAL CHOLESTEROL: This variable represents the measurement of total cholesterol levels in the fasting state, which is related to lipid measurements but does not directly capture the age at which the measurement was taken.', '', 'SELECTED: AGE AT LIPID DETERMINATION', 'ALIGNMENT: To align the new variable ""age at measurement of fasting_lipids (years)"" with the existing variable ""AGE AT LIPID DETERMINATION,"" ensure that the age recorded for the lipid measurement corresponds to the age at which the fasting lipid levels were determined. This will help harmonize the new variable with the existing variable in the data repository.']",
age_at_fasting_lipids,age at measurement of fasting_lipids (years) (HARMONIZED),AGE AT LIPID DETERMINATION,16674,0.32584226,,
age_at_fasting_lipids,age at measurement of fasting_lipids (years) (HARMONIZED),FASTING: TOTAL CHOLESTEROL,92892,0.078078166,,
